run_label,mode_label,timed_out,status,selected_sessions,completed_sessions,session_completion_pct,selected_requests,completed_requests,request_completion_pct,generated_tokens,service_window_duration_s,seconds_since_last_completed_turn,time_of_last_completed_turn_s,peak_warm_blocks,peak_warm_requests,total_persistent_kv_bytes,allocator_consistent,cleanup_complete
full_text_8k_cap32/budget_3_5g/final_01_no_prefix_cache,All-HOT,True,timeout,16328,60,0.3674669279764821,30830,124,0.4022056438533896,1984,604.1958402693272,574.9612648617476,29.23457540757954,0,0,3758096384,True,True
full_text_8k_cap32/budget_3_5g/final_01_no_prefix_cache,Mixed,True,timeout,16328,91,0.5573248407643312,30830,177,0.5741161206616932,2998,604.03762720339,453.37292916327715,150.66469804011285,989,16,3757479856,True,True
